date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:31	85700/85700	---MCZ	200	added ('OK')	text/html	etag:W/%2214ec4-Bmmq8GM0SjvJEpIZbpRmNHhCccc%22	https://www.centroesteticoeurmontagnola.it/estetica/epilazione-laser-diodo	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/estetica/epilazione-laser-diodo.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:31	22589/22589	---MCZ	200	added ('OK')	text/html	etag:W/%22583d-CN9oYhyRyJT8I3syXgz3+Djrgaw%22	https://www.centroesteticoeurmontagnola.it/estetica/pigmentazione	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/estetica/pigmentazione.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:31	21551/21551	---MCZ	200	added ('OK')	text/html	etag:W/%22542f-OM1LsLbFWzZzDHpWzhx0J0KzJMM%22	https://www.centroesteticoeurmontagnola.it/estetica/riduzione-acne	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/estetica/riduzione-acne.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:31	38216/38216	---MCZ	200	added ('OK')	text/html	etag:W/%229548-ScEp/H2NW3B1aYhruFNvXU8WOEU%22	https://www.centroesteticoeurmontagnola.it/trattamenti/massaggi	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/massaggi.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:31	21237/21237	---MCZ	200	added ('OK')	text/html	etag:W/%2252f5-PvsrgFBvvXBt/3FWZDTt7RYQh+g%22	https://www.centroesteticoeurmontagnola.it/trattamenti/manicure-pedicure	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/manicure-pedicure.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:32	21691/21691	---MCZ	200	added ('OK')	text/html	etag:W/%2254bb-eSIhamWJnfiBLXp6DwXzu0n/+NI%22	https://www.centroesteticoeurmontagnola.it/trattamenti/ricostruzione-unghie	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/ricostruzione-unghie.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:32	84604/84604	---MCZ	200	added ('OK')	text/html	etag:W/%2214a7c-fuj0iiJ4CJ9bGNHMZ7N+pZDpkis%22	https://www.centroesteticoeurmontagnola.it/trattamenti/epilazione	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/epilazione.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:32	88308/88308	---MCZ	200	added ('OK')	text/html	etag:W/%22158f4-q+SX5kkSx3Gm83aYCrVtENhGlqk%22	https://www.centroesteticoeurmontagnola.it/trattamenti/trattamenti-viso	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/trattamenti-viso.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:32	23981/23981	---MCZ	200	added ('OK')	text/html	etag:W/%225dad-aTM6ae3DSymgLGWDH5nAJS22yhk%22	https://www.centroesteticoeurmontagnola.it/trattamenti/trattamenti-corpo	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/trattamenti-corpo.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:33	20729/20729	---MCZ	200	added ('OK')	text/html	etag:W/%2250f9-i0ahW40209eBPtdR4n0pGd/PyJY%22	https://www.centroesteticoeurmontagnola.it/trattamenti/extension	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/extension.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:33	21615/21615	---MCZ	200	added ('OK')	text/html	etag:W/%22546f-qPokeMy74EsvUmVGv6WAP8QK4oM%22	https://www.centroesteticoeurmontagnola.it/trattamenti/make-up	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/make-up.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:33	20359/20359	---MCZ	200	added ('OK')	text/html	etag:W/%224f87-Ke/XcVY7mQInQoiLGdpXpQyBHTI%22	https://www.centroesteticoeurmontagnola.it/trattamenti/benessere	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/benessere.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:33	23391/23391	---MCZ	200	added ('OK')	text/html	etag:W/%225b5f-qforiZJhNph2PwOlf320ZvxnFNI%22	https://www.centroesteticoeurmontagnola.it/diet-fitness/fitness-wellness	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/diet-fitness/fitness-wellness.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:33	19987/19987	---MCZ	200	added ('OK')	text/html	etag:W/%224e13-FGodpC8YttN2FTjXNBdrJc789IU%22	https://www.centroesteticoeurmontagnola.it/diet-fitness/diet-e-wellness-coaching	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/diet-fitness/diet-e-wellness-coaching.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:34	28137/28137	---MCZ	200	added ('OK')	text/html	etag:W/%226de9-Ai5Fo0XI0eCt3BvZnCwj6tzbVu8%22	https://www.centroesteticoeurmontagnola.it/chi-siamo/dottoressa-monica-gizzi	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/chi-siamo/dottoressa-monica-gizzi.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:34	58504/58504	---MCZ	200	added ('OK')	text/html	etag:W/%22e488-MTS83FSDXIuCvXArG/3SjSycn7I%22	https://www.centroesteticoeurmontagnola.it/chi-siamo/drgimo-montagnola	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/chi-siamo/drgimo-montagnola.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:34	22384/22384	---MCZ	200	added ('OK')	text/html	etag:W/%225770-30nafyQ5n3Diin18gLvUVzrrV4Y%22	https://www.centroesteticoeurmontagnola.it/gallery	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/gallery.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:34	40562/40562	---MCZ	200	added ('OK')	text/html	etag:W/%229e72-HPHvXp0X/TwuWlBMYJT7tYtPvQw%22	https://www.centroesteticoeurmontagnola.it/promozioni	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/promozioni.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:35	22834/22834	---MCZ	200	added ('OK')	text/html	etag:W/%225932-ZaU6++gLYrjs+lyZijdF4SvKRw8%22	https://www.centroesteticoeurmontagnola.it/contattaci	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/contattaci.html	(from https://www.centroesteticoeurmontagnola.it/)
17:37:35	413225/413225	---M--	200	added ('OK')	image/jpeg	etag:%226262c439-64e29%22	https://www.centroesteticoeurmontagnola.it/images/monica_gizzi_centro_estetico_montagnola.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/monica_gizzi_centro_estetico_montagnola.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:35	1521424/1521424	---M--	200	added ('OK')	image/png	etag:%22620e8fc2-173710%22	https://www.centroesteticoeurmontagnola.it/images/centro_01.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/centro_01.png	(from https://www.centroesteticoeurmontagnola.it/)
17:37:35	124860/124860	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc3-1e7bc%22	https://www.centroesteticoeurmontagnola.it/images/cover/cover_epilazione_laser_diodo.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/cover/cover_epilazione_laser_diodo.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:36	14012/14012	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2236bc-qJ7p4Vd1VtSCu2eXLjdNkhmPWjs%22	https://www.centroesteticoeurmontagnola.it/trattamenti/epilazione-laser-diodo	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/epilazione-laser-diodo	(from https://www.centroesteticoeurmontagnola.it/)
17:37:36	14012/14012	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2236bc-qJ7p4Vd1VtSCu2eXLjdNkhmPWjs%22	https://www.centroesteticoeurmontagnola.it/trattamenti/tattoo-piercing	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/tattoo-piercing	(from https://www.centroesteticoeurmontagnola.it/)
17:37:36	14012/14012	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2236bc-qJ7p4Vd1VtSCu2eXLjdNkhmPWjs%22	https://www.centroesteticoeurmontagnola.it/trattamenti/trucco-semipermanente	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/trucco-semipermanente	(from https://www.centroesteticoeurmontagnola.it/)
17:37:36	14012/14012	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2236bc-qJ7p4Vd1VtSCu2eXLjdNkhmPWjs%22	https://www.centroesteticoeurmontagnola.it/trattamenti/laser-diodo	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/laser-diodo	(from https://www.centroesteticoeurmontagnola.it/)
17:37:36	72031/72031	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc3-1195f%22	https://www.centroesteticoeurmontagnola.it/images/monica_gizzi_intervista_centro_estetic_dr_gimo.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/monica_gizzi_intervista_centro_estetic_dr_gimo.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:37	22748/22748	---M--	200	added ('OK')	image/png	etag:%22620e8fc3-58dc%22	https://www.centroesteticoeurmontagnola.it/images/ornaments_1.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/ornaments_1.png	(from https://www.centroesteticoeurmontagnola.it/)
17:37:37	27515/27515	---M--	200	added ('OK')	image/png	etag:%22620e8fc3-6b7b%22	https://www.centroesteticoeurmontagnola.it/images/bg/7.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/bg/7.png	(from https://www.centroesteticoeurmontagnola.it/)
17:37:37	3690/3690	---M--	200	added ('OK')	image/png	etag:%22620e8fc3-e6a%22	https://www.centroesteticoeurmontagnola.it/images/bg/4.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/bg/4.png	(from https://www.centroesteticoeurmontagnola.it/)
17:37:37	6250/6250	---M--	200	added ('OK')	image/png	etag:%22620e8fc3-186a%22	https://www.centroesteticoeurmontagnola.it/images/bg/5.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/bg/5.png	(from https://www.centroesteticoeurmontagnola.it/)
17:37:37	115374/115374	---M--	200	added ('OK')	image/jpeg	etag:%226216a50e-1c2ae%22	https://www.centroesteticoeurmontagnola.it/images/portrait_monica_gizzi_dr_gimo.jpeg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/portrait_monica_gizzi_dr_gimo.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:38	11799/11799	---M--	200	added ('OK')	image/png	etag:%22620e8fc3-2e17%22	https://www.centroesteticoeurmontagnola.it/images/icons/2.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/icons/2.png	(from https://www.centroesteticoeurmontagnola.it/)
17:37:38	14012/14012	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2236bc-qJ7p4Vd1VtSCu2eXLjdNkhmPWjs%22	https://www.centroesteticoeurmontagnola.it/trattamenti/nails	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/trattamenti/nails	(from https://www.centroesteticoeurmontagnola.it/)
17:37:38	77047/77047	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc2-12cf7%22	https://www.centroesteticoeurmontagnola.it/images/esmeralda_professionista_dermopigmentazione.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/esmeralda_professionista_dermopigmentazione.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:38	77362/77362	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc2-12e32%22	https://www.centroesteticoeurmontagnola.it/images/federica_professionista_dermopigmentazione.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/federica_professionista_dermopigmentazione.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:39	82267/82267	---M--	200	added ('OK')	image/jpeg	etag:%22624085c1-1415b%22	https://www.centroesteticoeurmontagnola.it/images/alessandra_centro_dr_gimo.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/alessandra_centro_dr_gimo.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:39	85687/85687	---M--	200	added ('OK')	image/jpeg	etag:%22624085c2-14eb7%22	https://www.centroesteticoeurmontagnola.it/images/ilaria_centro_dr_gimo.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/ilaria_centro_dr_gimo.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:39	159844/159844	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-27064%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_medicina_estetica.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_medicina_estetica.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:39	252518/252518	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-3da66%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_tatuaggio.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_tatuaggio.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:40	235088/235088	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-39650%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_tpc_trucco_semipermanente.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_tpc_trucco_semipermanente.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:40	123131/123131	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-1e0fb%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_estetica_oncologica.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_estetica_oncologica.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:40	155968/155968	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-26140%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_laser_diodo.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_laser_diodo.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:40	168852/168852	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-29394%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_pigmentazione.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_pigmentazione.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:40	133288/133288	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-208a8%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_riduzione_acne.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_riduzione_acne.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:41	289116/289116	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-4695c%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_massaggi.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_massaggi.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:41	121012/121012	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-1d8b4%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_manicure_pedicure.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_manicure_pedicure.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:41	247671/247671	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-3c777%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_nails.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_nails.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:41	164576/164576	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-282e0%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_epilazione.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_epilazione.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:41	171904/171904	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-29f80%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_trattamenti_viso.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_trattamenti_viso.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:42	116225/116225	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-1c601%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_trattamenti_corpo.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_trattamenti_corpo.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:42	223231/223231	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-367ff%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_extension.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_extension.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:42	194534/194534	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-2f7e6%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_makeup.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_makeup.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:42	171513/171513	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-29df9%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_benessere.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_benessere.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:42	117694/117694	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-1cbbe%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_fitness.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_fitness.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:43	136884/136884	---M--	200	added ('OK')	image/jpeg	etag:%22620e8fc4-216b4%22	https://www.centroesteticoeurmontagnola.it/images/services/cerchio_diet_nutrizione.jpg	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/services/cerchio_diet_nutrizione.jpg	(from https://www.centroesteticoeurmontagnola.it/)
17:37:43	1810/1810	---M--	200	added ('OK')	image/png	etag:%22620e8fc3-712%22	https://www.centroesteticoeurmontagnola.it/images/home_01/quote.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/home_01/quote.png	(from https://www.centroesteticoeurmontagnola.it/)
17:37:43	36777/36777	---M--	200	added ('OK')	image/png	etag:%22620e8fc2-8fa9%22	https://www.centroesteticoeurmontagnola.it/images/footer.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/footer.png	(from https://www.centroesteticoeurmontagnola.it/)
17:37:43	78/78	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2026%20Feb%202025%2016:37:43%20GMT	https://www.centroesteticoeurmontagnola.it/contatti	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/contatti	(from https://www.centroesteticoeurmontagnola.it/)
17:37:44	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22620e8fc3-2f68%22	https://www.centroesteticoeurmontagnola.it/images/revicons.eot?5510888	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/revicons90c6.eot	(from https://www.centroesteticoeurmontagnola.it/styles/styles.css?9adba79dc0e60905bce7)
17:37:44	7536/7536	---M--	200	added ('OK')	font/woff	etag:%22620e8fc3-1d70%22	https://www.centroesteticoeurmontagnola.it/images/revicons.woff?5510888	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/revicons90c6.woff	(from https://www.centroesteticoeurmontagnola.it/styles/styles.css?9adba79dc0e60905bce7)
17:37:44	11968/11968	---M--	200	added ('OK')	application/octet-stream	etag:%22620e8fc3-2ec0%22	https://www.centroesteticoeurmontagnola.it/images/revicons.ttf?5510888	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/revicons90c6.ttf	(from https://www.centroesteticoeurmontagnola.it/styles/styles.css?9adba79dc0e60905bce7)
17:37:44	13691/13691	---M--	200	added ('OK')	image/svg+xml	etag:%22620e8fc3-357b%22	https://www.centroesteticoeurmontagnola.it/images/revicons.svg?5510888	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/revicons90c6.svg	(from https://www.centroesteticoeurmontagnola.it/styles/styles.css?9adba79dc0e60905bce7)
17:37:45	72978/72978	---M--	200	added ('OK')	image/png	etag:%22620e8fc2-11d12%22	https://www.centroesteticoeurmontagnola.it/images/after.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/after.png	(from https://www.centroesteticoeurmontagnola.it/styles/styles.css?9adba79dc0e60905bce7)
17:37:45	4276/4276	---M--	200	added ('OK')	image/png	etag:%22620e8fc2-10b4%22	https://www.centroesteticoeurmontagnola.it/images/8.png	C:/Mie%20pagine%20Web/Monica/www.centroesteticoeurmontagnola.it/images/8.png	(from https://www.centroesteticoeurmontagnola.it/styles/styles.css?9adba79dc0e60905bce7)
